SiteCode,IWI,AWA,MWA,AWM,MWM,AWI,Species,LifeHistory,Life.stage,Start,End,Thresh.hi,Thresh.lo,year
SUL,0.2291,1.37903811604875,3.11039880952381,1.56729913715823,3.19575,1.18240910652921,Chinook,fall_outmigrants,rearing,2017-04-15,2017-10-31,18,9,2017
BIU,0.84875,2.09077189521035,4.04820833333333,2.3495403966831,4.21208333333333,1.84352085200956,Chinook,fall_outmigrants,rearing,2017-04-15,2017-10-31,18,9,2017
CHA,0.0105,0.778638706425304,2.22447023809524,0.965409579037801,2.41204166666667,0.603432800647234,Chinook,fall_outmigrants,rearing,2017-04-15,2017-10-31,18,9,2017
WFC,0.841583333333333,1.68343633406971,3.06092857142857,1.88281507731959,3.189,1.49790657216495,Chinook,fall_outmigrants,rearing,2017-04-15,2017-10-31,18,9,2017
LOO,1.02408333333333,2.30512981713304,4.45301785714286,2.56858891752577,4.86954166666667,2.0615272766323,Chinook,fall_outmigrants,rearing,2017-04-15,2017-10-31,18,9,2017
MAR,0.318166666666667,1.18394937407953,2.60554761904762,1.33377298109966,2.75945833333333,1.03120124570447,Chinook,fall_outmigrants,rearing,2018-04-15,2018-10-31,18,9,2018
STH,0.793041666666667,1.70054823269514,2.98330952380952,1.84194458762887,3.09583333333333,1.55743771477663,Chinook,fall_outmigrants,rearing,2018-04-15,2018-10-31,18,9,2018
VAL,0.592916666666667,1.41750227049583,2.63614285714286,1.56036447594502,2.74725,1.27926503436426,Chinook,fall_outmigrants,rearing,2018-04-15,2018-10-31,18,9,2018
SEC,0.216,1.26443222263132,3.34010714285714,1.44430884879725,3.461375,1.08446219931271,Chinook,fall_outmigrants,rearing,2018-04-15,2018-10-31,18,9,2018
SFS,0.737583333333333,1.67802331860579,3.52804166666667,1.83065098797251,3.75141666666667,1.52607216494845,Chinook,fall_outmigrants,rearing,2018-04-15,2018-10-31,18,9,2018
BVC,2.595625,3.50982900711831,5.810875,3.6865764604811,6.08679166666667,3.33437091924399,Chinook,fall_outmigrants,rearing,2018-04-15,2018-10-31,18,9,2018
SUL,0.237875,0.939567470544919,2.32611904761905,1.08222293814433,2.5255,0.790614905498282,Chinook,fall_outmigrants,rearing,2018-04-15,2018-10-31,18,9,2018
BIU,0.923333333333333,1.77078859842906,3.34667261904762,1.94309342783505,3.47466666666667,1.59637457044674,Chinook,fall_outmigrants,rearing,2018-04-15,2018-10-31,18,9,2018
WFC,1.024375,1.81162555228277,3.37106547619048,1.97802276632302,3.52145833333333,1.65644179553265,Chinook,fall_outmigrants,rearing,2018-04-15,2018-10-31,18,9,2018
LOO,0.342333333333333,1.52588245581738,3.60945833333333,1.70751353092784,3.80470833333333,1.34605176116838,Chinook,fall_outmigrants,rearing,2018-04-15,2018-10-31,18,9,2018
CHC,0.350208333333333,1.19620682456084,2.09716666666667,1.32773990549828,2.19425,1.06398738420738,Chinook,fall_outmigrants,rearing,2018-04-15,2018-10-31,18,9,2018
LAK,0.2805,1.2890279209622,3.12535714285714,1.45402018900344,3.28245833333333,1.12314175257732,Chinook,fall_outmigrants,rearing,2018-04-15,2018-10-31,18,9,2018
MAR,0.02725,1.07274343397153,2.55591071428571,1.25050042955326,2.82958333333333,0.894615120274914,Chinook,fall_outmigrants,rearing,2019-04-15,2019-10-31,18,9,2019
VAL,0.223958333333333,1.29218851251841,2.510375,1.46047164948454,2.62920833333333,1.119922895189,Chinook,fall_outmigrants,rearing,2019-04-15,2019-10-31,18,9,2019
SFS,0.333708333333333,1.76832728890525,3.81134523809524,1.97574484536082,3.95029166666667,1.55887714776632,Chinook,fall_outmigrants,rearing,2019-04-15,2019-10-31,18,9,2019
BVC,2.47754166666667,3.54244145802651,5.55564880952381,3.74508032646048,5.79995833333333,3.33998324742268,Chinook,fall_outmigrants,rearing,2019-04-15,2019-10-31,18,9,2019
WFC,0.905208333333333,1.85899429307806,3.34598214285714,2.0752712628866,3.512,1.6449581185567,Chinook,fall_outmigrants,rearing,2019-04-15,2019-10-31,18,9,2019
CAM,1.67270833333333,2.48126558664703,3.71079166666667,2.67331572164948,3.86883333333333,2.2885066580756,Chinook,fall_outmigrants,rearing,2019-04-15,2019-10-31,18,9,2019
CHC,0.249458333333333,1.15916307682867,2.26100595238095,1.3202925257732,2.36691666666667,0.998129725085911,Chinook,fall_outmigrants,rearing,2019-04-15,2019-10-31,18,9,2019
LAK,0.292625,1.1907096526755,2.62384523809524,1.36487757731959,2.72829166666667,1.00723969072165,Chinook,fall_outmigrants,rearing,2019-04-15,2019-10-31,18,9,2019
MAR,0.423,1.03776125109389,1.95930952380952,1.18004239503959,2.05358333333333,0.876661512027491,Chinook,fall_outmigrants,rearing,2020-04-15,2020-10-31,18,9,2020
STH,0.441666666666667,1.0884065108002,2.1251130952381,1.2323397766323,2.366875,0.926946305841924,Chinook,fall_outmigrants,rearing,2020-04-15,2020-10-31,18,9,2020
VAL,0.501125,1.15974515218459,2.02824404761905,1.30666580756014,2.196875,0.998023410652921,Chinook,fall_outmigrants,rearing,2020-04-15,2020-10-31,18,9,2020
SFS,0.697375,1.63811300319097,3.37480952380952,1.82254059278351,3.67229166666667,1.45459493127148,Chinook,fall_outmigrants,rearing,2020-04-15,2020-10-31,18,9,2020
BVC,2.74241666666667,3.48144857633775,4.83980952380952,3.64557860824742,4.89391666666667,3.29428887457045,Chinook,fall_outmigrants,rearing,2020-04-15,2020-10-31,18,9,2020
BIU,0.770458333333333,1.67255838856161,3.31291071428571,1.87076932989691,3.67720833333333,1.48640206185567,Chinook,fall_outmigrants,rearing,2020-04-15,2020-10-31,18,9,2020
CHA,0.01,1.21939993491145,2.77238095238095,1.49286682054314,2.855,0.901565343752297,Chinook,fall_outmigrants,rearing,2020-04-15,2020-10-31,18,9,2020
WFC,1.04758333333333,2.12374917157585,3.63743452380952,2.32648689862543,3.71908333333333,1.92488466494845,Chinook,fall_outmigrants,rearing,2020-04-15,2020-10-31,18,9,2020
HER,0.016,0.329914898442899,0.77952380952381,0.459055258467023,0.938375,0.19381389712948,Chinook,fall_outmigrants,rearing,2020-04-15,2020-10-31,18,9,2020
CAM,0.434916666666667,1.75515193912617,4.16472023809524,2.01123088487973,5.21016666666667,1.51889432989691,Chinook,fall_outmigrants,rearing,2020-04-15,2020-10-31,18,9,2020
CHC,0.396333333333333,0.997119906725577,1.73648214285714,1.12095618556701,1.87020833333333,0.851904424398625,Chinook,fall_outmigrants,rearing,2020-04-15,2020-10-31,18,9,2020
LAK,0.512666666666667,1.4453153227786,3.08105357142857,1.61679553264605,3.45566666666667,1.27402899484536,Chinook,fall_outmigrants,rearing,2020-04-15,2020-10-31,18,9,2020
MAR,0.0882083333333333,0.882468463853493,1.91675,1.02174504146123,2.04679166666667,0.739604381443299,Chinook,fall_outmigrants,rearing,2021-04-15,2021-10-31,18,9,2021
VAL,0.339833333333333,0.898285298678984,1.47977976190476,1.0371329467354,1.58266666666667,0.75820788425492,Chinook,fall_outmigrants,rearing,2021-04-15,2021-10-31,18,9,2021
BVC,2.397125,3.18188470120944,4.69727976190476,3.34690495157763,4.9445,3.01756292955326,Chinook,fall_outmigrants,rearing,2021-04-15,2021-10-31,18,9,2021
BIU,0.546208333333333,1.39183231014279,2.76141071428571,1.58588521589721,3.113625,1.20563853092784,Chinook,fall_outmigrants,rearing,2021-04-15,2021-10-31,18,9,2021
CHA,0.05,1.42858590301592,3.05166666666667,1.67391670716223,3.13791666666667,1.16269033291544,Chinook,fall_outmigrants,rearing,2021-04-15,2021-10-31,18,9,2021
WFC,0.670583333333333,1.61603392501873,3.15432142857143,1.79601278486164,3.24104166666667,1.43992482817869,Chinook,fall_outmigrants,rearing,2021-04-15,2021-10-31,18,9,2021
CAM,0.607041666666667,1.31309112665685,1.75074404761905,1.47560714285714,1.828875,1.14744523195876,Chinook,fall_outmigrants,rearing,2021-04-15,2021-10-31,18,9,2021
CHC,0.228625,0.854564535512937,1.49166071428571,0.976392573995772,1.546125,0.727500374383369,Chinook,fall_outmigrants,rearing,2021-04-15,2021-10-31,18,9,2021
LAK,0.222,0.984239443928625,2.16931547619048,1.14437733452861,2.42929166666667,0.818202104810997,Chinook,fall_outmigrants,rearing,2021-04-15,2021-10-31,18,9,2021
VAL,0.377916666666667,1.24415188055072,2.42813095238095,1.39887134879725,2.83125,1.08865635738832,Chinook,fall_outmigrants,rearing,2022-04-15,2022-10-31,18,9,2022
BIU,0.5705,1.7054111131566,3.42891666666667,1.9220139604811,3.82833333333333,1.5080625,Chinook,fall_outmigrants,rearing,2022-04-15,2022-10-31,18,9,2022
CHA,0.457083333333333,1.59283861070201,3.93193452380952,1.85482474226804,4.38066666666667,1.33684579037801,Chinook,fall_outmigrants,rearing,2022-04-15,2022-10-31,18,9,2022
WFC,0.617125,1.67517252700049,3.18877976190476,1.84807280927835,3.41683333333333,1.50823324742268,Chinook,fall_outmigrants,rearing,2022-04-15,2022-10-31,18,9,2022
CAM,0.233416666666667,1.55355209867452,3.89049404761905,1.75533161512028,4.14225,1.34610803264605,Chinook,fall_outmigrants,rearing,2022-04-15,2022-10-31,18,9,2022
LOO,0.13775,1.11506050564556,2.44158928571429,1.27425150343643,2.718375,0.950295532646048,Chinook,fall_outmigrants,rearing,2022-04-15,2022-10-31,18,9,2022
LAK,0.129190476190476,1.13143759204713,2.83073214285714,1.31308505154639,3.311375,0.966880369415808,Chinook,fall_outmigrants,rearing,2022-04-15,2022-10-31,18,9,2022
VAL,0.398375,1.24576445611948,2.56626190476191,1.39135314234734,2.647375,1.08445704467354,Chinook,fall_outmigrants,rearing,2023-04-15,2023-10-31,18,9,2023
BVC,2.35266666666667,3.41894338393565,6.16138095238095,3.60777266719535,6.31729166666667,3.21259342783505,Chinook,fall_outmigrants,rearing,2023-04-15,2023-10-31,18,9,2023
CHA,0.692458333333333,1.72396830510555,3.5533630952381,1.92363702749141,3.82620833333333,1.52722895189003,Chinook,fall_outmigrants,rearing,2023-04-15,2023-10-31,18,9,2023
WFC,0.753791666666667,1.69182379111438,3.576375,1.8810904209622,3.68208333333333,1.49159664948454,Chinook,fall_outmigrants,rearing,2023-04-15,2023-10-31,18,9,2023
LOO,0.360125,1.2486136351052,2.48506547619048,1.39224200581395,2.62854166666667,1.09272519379845,Chinook,fall_outmigrants,rearing,2023-04-15,2023-10-31,18,9,2023
VAL,0.603583333333333,1.17859210849288,2.05039285714286,1.31327878006873,2.32554166666667,1.03040635738832,Chinook,fall_outmigrants,rearing,2024-04-15,2024-10-31,18,9,2024
BVC,2.6675,3.38438813205695,5.08735119047619,3.58175687285223,5.25541666666667,3.19419286941581,Chinook,fall_outmigrants,rearing,2024-04-15,2024-10-31,18,9,2024
LOO,0.436625,1.12823937569214,2.10655952380952,1.27399176356589,2.22720833333333,0.967172238372093,Chinook,fall_outmigrants,rearing,2024-04-15,2024-10-31,18,9,2024
CHC,0.396333333333333,1.0389073408686,1.87152380952381,1.16412451550388,1.98725,0.901459839484328,Chinook,fall_outmigrants,rearing,2024-04-15,2024-10-31,18,9,2024
MAR,0.599958333333333,1.44712404830018,2.21856547619048,1.67503149502013,2.45816666666667,1.20875029137529,Chinook,win_outmigrants,rearing,1994-04-15,1995-01-31,18,9,1994
STH,1.10404166666667,2.29716037997091,3.26736904761905,2.49106801926144,3.47895833333333,2.09494042142068,Chinook,win_outmigrants,rearing,1994-04-15,1995-01-31,18,9,1994
VAL,1.56654166666667,2.22982030539489,3.08648214285714,2.38656460084034,3.237125,2.07404171441304,Chinook,win_outmigrants,rearing,1994-04-15,1995-01-31,18,9,1994
MAR,0.7495,2.26487844316099,4.25773214285714,2.50773666514645,4.66995833333333,2.02468644590703,Chinook,win_outmigrants,rearing,1995-04-15,1996-01-31,18,9,1995
STH,1.712,3.40952320028456,4.89741558441559,3.6122331002331,5.04945833333333,3.20038548951049,Chinook,win_outmigrants,rearing,1995-04-15,1996-01-31,18,9,1995
VAL,0.62475,2.49896805971806,3.97624404761905,2.71320399045399,4.236875,2.30047992285492,Chinook,win_outmigrants,rearing,1995-04-15,1996-01-31,18,9,1995
MAR,0.835416666666667,2.21275196016105,4.6687380952381,2.51564735643145,4.86033333333333,1.9434442016317,Chinook,win_outmigrants,rearing,1996-04-15,1997-01-31,18,9,1996
MAR,0.411125,2.07958444567016,4.16277380952381,2.35200241312741,4.36629166666667,1.8024851029601,Chinook,win_outmigrants,rearing,1997-04-15,1998-01-31,18,9,1997
MAR,0.0441428571428571,1.13167488415656,2.49071428571429,1.33071117149758,2.75554166666667,0.933018452380952,Chinook,win_outmigrants,rearing,1998-04-15,1999-01-31,18,9,1998
STH,2.0555,2.94365420248943,4.17064285714286,3.13190977078477,4.35825,2.76188367945186,Chinook,win_outmigrants,rearing,1998-04-15,1999-01-31,18,9,1998
MAR,0.771333333333333,1.76530260039697,3.753125,1.97839056496863,3.873875,1.53697235908031,Chinook,win_outmigrants,rearing,1999-04-15,2000-01-31,18,9,1999
STH,1.39533333333333,2.20810678904429,3.32951785714286,2.39634571678322,3.48091666666667,2.00990136946387,Chinook,win_outmigrants,rearing,1999-04-15,2000-01-31,18,9,1999
VAL,0.77075,1.76385035797536,3.41725595238095,1.94232167832168,3.53825,1.57563534382284,Chinook,win_outmigrants,rearing,1999-04-15,2000-01-31,18,9,1999
SEC,0.282,1.67277965543567,4.2015,1.88692361111111,4.389375,1.45513726764335,Chinook,win_outmigrants,rearing,1999-04-15,2000-01-31,18,9,1999
SFS,0.454541666666667,1.29321887351779,3.15633928571429,1.52968988167629,3.34195833333333,1.05498972585386,Chinook,win_outmigrants,rearing,1999-04-15,2000-01-31,18,9,1999
MAR,0.446041666666667,1.41922698135198,2.67220238095238,1.63493050699301,2.780125,1.19454254079254,Chinook,win_outmigrants,rearing,2000-04-15,2001-01-31,18,9,2000
STH,0.788625,1.62108579735482,2.62982738095238,1.81114851271917,2.756,1.4283125,Chinook,win_outmigrants,rearing,2000-04-15,2001-01-31,18,9,2000
VAL,0.73675,1.38631074613792,2.24326785714286,1.55394775767711,2.58804166666667,1.21074388111888,Chinook,win_outmigrants,rearing,2000-04-15,2001-01-31,18,9,2000
SFS,0.05825,1.19464278497259,2.34559523809524,1.48660584795322,2.9965,0.908417159440756,Chinook,win_outmigrants,rearing,2000-04-15,2001-01-31,18,9,2000
MAR,0.429958333333333,1.46468568342889,2.72940476190476,1.67970472598054,3.14025,1.24787833814736,Chinook,win_outmigrants,rearing,2001-04-15,2002-01-31,18,9,2001
STH,1.05025,2.00249254911755,2.78783333333333,2.17011655011655,2.89491666666667,1.8316030011655,Chinook,win_outmigrants,rearing,2001-04-15,2002-01-31,18,9,2001
VAL,0.564708333333333,1.37927664002664,2.28822023809524,1.54227782634033,2.60445833333333,1.21479822261072,Chinook,win_outmigrants,rearing,2001-04-15,2002-01-31,18,9,2001
MAR,0.663583333333333,1.39299119494636,2.70102380952381,1.61375024703557,2.98741666666667,1.17701639619439,Chinook,win_outmigrants,rearing,2002-04-15,2003-01-31,18,9,2002
STH,1.4735,2.28375326756577,3.10968452380952,2.45167424242424,3.20045833333333,2.10418924825175,Chinook,win_outmigrants,rearing,2002-04-15,2003-01-31,18,9,2002
SEC,1.16158333333333,2.29302551615052,4.37205952380952,2.49075407925408,4.5425,2.10207969114219,Chinook,win_outmigrants,rearing,2002-04-15,2003-01-31,18,9,2002
SFS,0.129708333333333,1.30191478815861,2.73177976190476,1.51819153992395,2.84758333333333,1.09070627376426,Chinook,win_outmigrants,rearing,2002-04-15,2003-01-31,18,9,2002
MAR,0.421,1.44364123031429,3.84589523809524,1.68117792230934,4.00408333333333,1.20700940544072,Chinook,win_outmigrants,rearing,2003-04-15,2004-01-31,18,9,2003
STH,0.730666666666667,1.81978709309465,3.50977380952381,2.00541308781798,3.79541666666667,1.63616605742742,Chinook,win_outmigrants,rearing,2003-04-15,2004-01-31,18,9,2003
VAL,0.466958333333333,1.45872331985647,3.32032738095238,1.636885496448,3.57495833333333,1.28080167748918,Chinook,win_outmigrants,rearing,2003-04-15,2004-01-31,18,9,2003
SEC,0.967125,2.18933304195804,5.08358333333333,2.40393312937063,5.23783333333333,1.98078117715618,Chinook,win_outmigrants,rearing,2003-04-15,2004-01-31,18,9,2003
SFS,0.449916666666667,1.37020096570097,3.50558333333333,1.6164104020979,3.82741666666667,1.13154793123543,Chinook,win_outmigrants,rearing,2003-04-15,2004-01-31,18,9,2003
MAR,0.451041666666667,1.49254501988174,2.61851190476191,1.68547366428726,2.74429166666667,1.30660121268657,Chinook,win_outmigrants,rearing,2004-04-15,2005-01-31,18,9,2004
STH,0.852416666666667,1.76651843989344,2.4447380952381,1.92967176573427,2.54641666666667,1.5947534965035,Chinook,win_outmigrants,rearing,2004-04-15,2005-01-31,18,9,2004
VAL,0.622416666666667,1.43056029387279,2.177,1.59212208624709,2.317875,1.25838228438228,Chinook,win_outmigrants,rearing,2004-04-15,2005-01-31,18,9,2004
SFS,0.242875,1.27536185865191,2.29969047619048,1.48123166079812,2.436375,1.07227391431925,Chinook,win_outmigrants,rearing,2004-04-15,2005-01-31,18,9,2004
MAR,0.103428571428571,1.19309057609058,2.57357142857143,1.40253948135198,2.68695833333333,0.976355914918415,Chinook,win_outmigrants,rearing,2005-04-15,2006-01-31,18,9,2005
STH,0.776333333333333,1.65534368077575,2.60073214285714,1.84957717644674,2.76570833333333,1.45631945500152,Chinook,win_outmigrants,rearing,2005-04-15,2006-01-31,18,9,2005
VAL,0.360166666666667,1.14789749199213,2.32698214285714,1.33398731129981,2.47566666666667,0.953980420967921,Chinook,win_outmigrants,rearing,2005-04-15,2006-01-31,18,9,2005
SFS,0.217791666666667,1.07306547619048,2.69533333333333,1.34378554778555,3.14420833333333,0.830217657342658,Chinook,win_outmigrants,rearing,2005-04-15,2006-01-31,18,9,2005
STH,1.02791666666667,1.9087429404851,3.44184523809524,2.14551575361907,3.69208333333333,1.65577005866213,Chinook,win_outmigrants,rearing,2006-04-15,2007-01-31,18,9,2006
VAL,0.71625,1.87543885281385,3.66932738095238,2.08162922494172,3.88408333333333,1.64617803030303,Chinook,win_outmigrants,rearing,2006-04-15,2007-01-31,18,9,2006
MAR,0.338541666666667,1.26598086829527,2.45764285714286,1.46975467781908,2.61520833333333,1.05641914498141,Chinook,win_outmigrants,rearing,2007-04-15,2008-01-31,18,9,2007
SFS,1.11729166666667,1.96601411360379,3.39933928571429,2.2137516025641,3.95708333333333,1.72846359709131,Chinook,win_outmigrants,rearing,2007-04-15,2008-01-31,18,9,2007
BIL,0.470208333333333,1.45003306665337,2.88276785714286,1.68916021207054,3.17525,1.19812237762238,Chinook,win_outmigrants,rearing,2007-04-15,2008-01-31,18,9,2007
MAR,0.0504,1.6240256413876,3.50697619047619,1.85553715034965,3.70954166666667,1.36406016899767,Chinook,win_outmigrants,rearing,2008-04-15,2009-01-31,18,9,2008
STH,0.359625,1.81703331541647,3.25302380952381,2.01434994172494,3.359375,1.59458158508159,Chinook,win_outmigrants,rearing,2008-04-15,2009-01-31,18,9,2008
VAL,0.213791666666667,1.75378359140859,3.4638630952381,1.95016506410256,3.6595,1.53334731934732,Chinook,win_outmigrants,rearing,2008-04-15,2009-01-31,18,9,2008
SFS,0.574375,2.1026394022644,3.68989285714286,2.39114743589744,3.99775,1.77845236013986,Chinook,win_outmigrants,rearing,2008-04-15,2009-01-31,18,9,2008
BIL,1.63025,2.90645848943442,4.58919047619048,3.20019336611456,5.7595,2.61550694444444,Chinook,win_outmigrants,rearing,2008-04-15,2009-01-31,18,9,2008
MAR,0.0940454545454545,1.43649701624133,3.27547023809524,1.64411858974359,3.36195833333333,1.20967468894742,Chinook,win_outmigrants,rearing,2009-04-15,2010-01-31,18,9,2009
VAL,0.62975,1.67204022072432,3.17016071428571,1.84937089646465,3.21208333333333,1.47939105045015,Chinook,win_outmigrants,rearing,2009-04-15,2010-01-31,18,9,2009
SEC,0.362875,1.80540483610592,4.19994047619048,2.06162995337995,4.41358333333333,1.54887689393939,Chinook,win_outmigrants,rearing,2009-04-15,2010-01-31,18,9,2009
BIL,1.76825,3.38701097000825,5.86400595238095,3.69259052270194,6.2665,3.07866215034965,Chinook,win_outmigrants,rearing,2009-04-15,2010-01-31,18,9,2009
BVC,2.53166666666667,3.70992660369933,5.99502380952381,3.92732124125874,6.25216666666667,3.48457692307692,Chinook,win_outmigrants,rearing,2009-04-15,2010-01-31,18,9,2009
SUL,0.194842105263158,1.63206838315194,4.0143630952381,1.83601733682984,4.15591666666667,1.4155450282174,Chinook,win_outmigrants,rearing,2009-04-15,2010-01-31,18,9,2009
BIU,0.971125,2.21900743006993,3.95632738095238,2.44091885198135,4.21933333333333,1.98985387529138,Chinook,win_outmigrants,rearing,2009-04-15,2010-01-31,18,9,2009
CHA,0.142375,1.37996519289889,3.27904761904762,1.58755383221851,3.3865,1.15691656954157,Chinook,win_outmigrants,rearing,2009-04-15,2010-01-31,18,9,2009
WFC,0.31125,1.85052418414918,4.17640476190476,2.06193327505828,4.28520833333333,1.63015617715618,Chinook,win_outmigrants,rearing,2009-04-15,2010-01-31,18,9,2009
HER,0.262625,1.56694177035086,2.84420238095238,1.76223615967366,3.00958333333333,1.35662252331002,Chinook,win_outmigrants,rearing,2009-04-15,2010-01-31,18,9,2009
CAM,0.284708333333333,1.59354221911283,4.46145833333333,1.8517438030937,5.36104166666667,1.35400122036262,Chinook,win_outmigrants,rearing,2009-04-15,2010-01-31,18,9,2009
LOO,0.789125,2.06442463597009,3.21375595238095,2.27851941618987,3.321375,1.84036149078195,Chinook,win_outmigrants,rearing,2009-04-15,2010-01-31,18,9,2009
CHC,0.001,0.819952416720671,2.16314285714286,0.979937231629494,2.21475,0.65840074347779,Chinook,win_outmigrants,rearing,2009-04-15,2010-01-31,18,9,2009
LAK,0.503416666666667,1.68374787531309,3.83875,1.92196037296037,4.234375,1.44742511655012,Chinook,win_outmigrants,rearing,2009-04-15,2010-01-31,18,9,2009
MAR,0.287875,1.42869538070625,3.58658928571429,1.68948201074288,4.18708333333333,1.17793618881119,Chinook,win_outmigrants,rearing,2010-04-15,2011-01-31,18,9,2010
STH,0.661708333333333,1.69856174803457,3.35970833333333,1.92087175053208,3.576,1.47609092718875,Chinook,win_outmigrants,rearing,2010-04-15,2011-01-31,18,9,2010
VAL,0.646958333333333,1.64685529868682,3.64424404761905,1.88292108706511,4.27554166666667,1.41197442141192,Chinook,win_outmigrants,rearing,2010-04-15,2011-01-31,18,9,2010
SFS,0.42925,1.47317718422881,3.58908333333333,1.76337434123847,4.36333333333333,1.18313861862775,Chinook,win_outmigrants,rearing,2010-04-15,2011-01-31,18,9,2010
BVC,2.60091666666667,3.54223690892441,5.99551785714286,3.78880812937063,6.600125,3.3021789044289,Chinook,win_outmigrants,rearing,2010-04-15,2011-01-31,18,9,2010
SUL,0.477166666666667,1.55396628371628,3.83035119047619,1.78449941724942,4.378125,1.32080914918415,Chinook,win_outmigrants,rearing,2010-04-15,2011-01-31,18,9,2010
BIU,1.0005,2.14485362554113,4.2407380952381,2.38405346736597,4.73641666666667,1.90730536130536,Chinook,win_outmigrants,rearing,2010-04-15,2011-01-31,18,9,2010
CHA,0.103666666666667,1.18040307790036,3.01717857142857,1.43363016241005,3.47133333333333,0.94594384057971,Chinook,win_outmigrants,rearing,2010-04-15,2011-01-31,18,9,2010
WFC,0.012,1.2183350199866,3.51053571428571,1.45279020979021,3.8045,0.991631383586769,Chinook,win_outmigrants,rearing,2010-04-15,2011-01-31,18,9,2010
HER,0.429291666666667,1.51870274562394,2.34901785714286,1.71271113306983,2.46566666666667,1.31474533799534,Chinook,win_outmigrants,rearing,2010-04-15,2011-01-31,18,9,2010
CAM,0.513458333333333,1.58090902279539,3.81300595238095,1.82514872059758,4.09508333333333,1.33251617132867,Chinook,win_outmigrants,rearing,2010-04-15,2011-01-31,18,9,2010
LOO,1.27825,2.48292180916909,4.17755952380952,2.75112616550117,4.73291666666667,2.21053467365967,Chinook,win_outmigrants,rearing,2010-04-15,2011-01-31,18,9,2010
LAK,0.682708333333333,1.60101369463869,3.3763869047619,1.85101835664336,3.82795833333333,1.36442351398601,Chinook,win_outmigrants,rearing,2010-04-15,2011-01-31,18,9,2010
MAR,0.550291666666667,1.76294042403675,3.51417857142857,2.01639342520225,3.70608333333333,1.50747495200878,Chinook,win_outmigrants,rearing,2011-04-15,2012-01-31,18,9,2011
STH,0.840833333333333,1.75999088778868,3.03185714285714,1.95874721479501,3.11341666666667,1.55550582750583,Chinook,win_outmigrants,rearing,2011-04-15,2012-01-31,18,9,2011
VAL,0.773583333333333,1.75325074925075,3.21833928571429,1.95527010489511,3.31345833333333,1.54627695221445,Chinook,win_outmigrants,rearing,2011-04-15,2012-01-31,18,9,2011
SEC,0.538583333333333,2.16264283633034,4.63166666666667,2.42123557692308,4.8275,1.90623630536131,Chinook,win_outmigrants,rearing,2011-04-15,2012-01-31,18,9,2011
SFS,0.253333333333333,1.59669333740249,2.91528756285123,1.86195044786449,3.12519047619048,1.33187910459106,Chinook,win_outmigrants,rearing,2011-04-15,2012-01-31,18,9,2011
BIL,2.2435,3.77409107353189,6.28327380952381,4.08820538869258,6.88170833333333,3.48033981154299,Chinook,win_outmigrants,rearing,2011-04-15,2012-01-31,18,9,2011
SUL,0.0974166666666667,1.75737342815276,8.79478634085213,2.38332060094266,19.1156666666667,1.312903061615,Chinook,win_outmigrants,rearing,2011-04-15,2012-01-31,18,9,2011
BIU,1.14229166666667,2.18493743756244,3.81188095238095,2.42033143939394,4.04058333333333,1.95048513986014,Chinook,win_outmigrants,rearing,2011-04-15,2012-01-31,18,9,2011
CHA,0.036875,1.05442320908266,7.56424761904762,1.60184776348039,15.3679,0.676668626538182,Chinook,win_outmigrants,rearing,2011-04-15,2012-01-31,18,9,2011
WFC,0.160041666666667,1.29405650599401,3.08567261904762,1.50719391025641,3.22975,1.07782881701632,Chinook,win_outmigrants,rearing,2011-04-15,2012-01-31,18,9,2011
HER,0.608625,1.54960659358757,2.66068452380952,1.7256520979021,2.75966666666667,1.35553359683794,Chinook,win_outmigrants,rearing,2011-04-15,2012-01-31,18,9,2011
CAM,1.16875,2.63398468198468,5.50549404761905,2.93509833916084,5.82095833333333,2.34247057109557,Chinook,win_outmigrants,rearing,2011-04-15,2012-01-31,18,9,2011
LAK,0.501125,1.69272755653437,3.75416666666667,1.92554269972452,4.05866666666667,1.45790721021403,Chinook,win_outmigrants,rearing,2011-04-15,2012-01-31,18,9,2011
MAR,0.003,1.49613332563842,3.16553571428571,1.70562092740832,3.28754166666667,1.29841594342276,Chinook,win_outmigrants,rearing,2012-04-15,2013-01-31,18,9,2012
STH,0.004,1.50391709540624,2.7816130952381,1.66957947106085,3.15566666666667,1.35053205370965,Chinook,win_outmigrants,rearing,2012-04-15,2013-01-31,18,9,2012
VAL,0.002,1.49900270933387,2.9391130952381,1.67217060581563,3.3525,1.34335918309008,Chinook,win_outmigrants,rearing,2012-04-15,2013-01-31,18,9,2012
BIU,1.083875,1.95270402514153,3.29833928571429,2.19750641025641,3.67020833333333,1.72111232517483,Chinook,win_outmigrants,rearing,2012-04-15,2013-01-31,18,9,2012
CHA,0.0574583333333333,0.956818326609594,1.94826785714286,1.16989148919263,2.15391666666667,0.755775744192012,Chinook,win_outmigrants,rearing,2012-04-15,2013-01-31,18,9,2012
HER,0.665166666666667,1.39249345943911,1.9542380952381,1.55291185897436,2.09229166666667,1.22403394522145,Chinook,win_outmigrants,rearing,2012-04-15,2013-01-31,18,9,2012
CAM,1.54183333333333,2.49178313353313,4.238625,2.72459178321678,5.26879166666667,2.27321751165501,Chinook,win_outmigrants,rearing,2012-04-15,2013-01-31,18,9,2012
